web_path,es_fichero_estimation,angle_predicted,angle_predicted_proba,text_ocr,etiqueta_calidad_texto
"https://archivo.archivosdelarepresion.org/Ficheros/Zona_Militar_27,_fichas/Zona_Militar_27,_fichas-131-.JPG",1,0,1.0,"ZÓNA MILITAR -27/a. ZONA MILTIAR EN EL ESTADO —

- DE GUERRERO. | —7- 012-046-007 . —
. .. | e L1-Agosto-82 =
j la poblacion y detuvieron a hombres, mujeres y -
¡Niños en la escuela primaria del lugar, amarra —-
: dos y bocabajo.-El Lic. ESCAMILIA LIRA expresó -
“su apoyo total al Comisariado Ejidal de la men
| cionada población, -aunque se ignoran los moti-

“VOS de la detención; ya que al acudir dicho comi

| sariado a la 27/a. Zona militar, el Comandante -
“de ésta Gral. deDiv., DEMA JOSE HERNANDEZ TOLEDI

le dijo que no tenía conocimiento de este caso y
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zona_Militar_27,_fichas/Zona_Militar_27,_fichas-129-.JPG",1,0,1.0,"—ZÓNA. MILITAR 27/a.EM. + 612-001-001 E
— EL ESTADO DE GUERRERO, + —=6= 17 Jdul.82 —.
Acapulco, Gro.-El Comandante de esta Zona,Gral. -
“e JOSE HERNANDEZ” TOLEDO, ordeno cerrar la circula-.
- ción a la calle de Hornitos,alt parecer porque
— estuvo a punto de ser atropellado:por lo ante-
— rior todos los Partidos Políticos,estan en su |
— contra;El Prof. GILBERTO SILVA GAMBOA, dirigente
- del PSUM,califico este acto como violación a la
— Constitución y que su partido gestiona ante las
autoridades se llame a cuentas a dicho Gral.;
| CATALINO MENDOZA VAZQUEZ, líder del PST, afirmó
que solo el Cabildo puede decir el cierre de la
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zona_Militar_27,_fichas/Zona_Militar_27,_fichas-118-.JPG",1,0,1.0,"ICI a > ia las
—— ZONA MILITAR 27/A,,EN | Exp. 100-10-1-78, -—
— ACAFULCO,GRO.- (56) H-270 L-77
— la calle de Africa.-Asímismo al no poder circular con ——
——.. el Hustang,el mencionado sujeto bajó del automóvil,--.——
: para esto la señora SEQUEIDA GARCIA ya íba herida; el __
— Multicitado individuo se fajó su pistola y sustrajo -
— de entre medio del asiento delantero un M-1 y le di- —
- jo al secuestrado ""y tu chaparrito desaparecete"" ,por- ___
—. que mís muchachos ya saben lo que tienen que hacer,—-|
— dejando el dinero,hechó a correr.-Se hace notar que - —
—— este individuo es miembro de los Servicios Especiales ——
. de Policía y Tránsito y le llaman ""El Zorry"" ,dadas lag —__
—, Caracterísitcas quedió la Sra.JOSEFINA PLORES DE SALI:
— NAS.—La Senora SEQUEIDA GARCIA se encuentra ya opera- ——
_— . da de la herida que dufrió,lo que se efectuó en esta- ——
- !
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zona_Militar_27,_fichas/Zona_Militar_27,_fichas-115-.JPG",1,-90,1.0,"— Exp-100-10-1-78. ==
H.29 L-75 ——
—— 17-Jul .-78.-El 16 actual ,se nombró nuevo Comandante en —
—— esta Zona,siendo el Gral.de Bgda . RICARDO CERVANTES GAR —
[CIA ROJAS, quien sustituyó en su cargo al Gral.de Div.,-! _
—D.E.M. SALVADOR RANGEL DE MEDINA,-quien se concentrará-|
——al D.F.—- Exp-100-10-1-78. ¡—
: —. H-269 L=77 —
| 3-Nov.-78.-El 29 de Oct.,Ppdo.,en la madrugada en la —
| Zona de Tolerancia de Acapulco ,Gro. ,fue detenido por :
— la Policía Judicial Federal NOE SALINAS MANRIQUE ,de -.
| o |
— 35 años de edad,con domicilio conocido en Pie de la -,
— Cuesta,de ocupación chofer, y el día 31 del mismo mes —
lo llevaron ante su hermano GILDARDO de los mismos -- .-——
_Apeltidos,del mismo oficio, domiciliado en la Calle 6 | —
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zona_Militar_27,_fichas/Zona_Militar_27,_fichas-105-.JPG",1,-90,1.0,"—TMpto. ,de Atoyac de Alvarez,Gro:,lugar en el que radica —
— actualmente y donde fue detenido su esposo NICOLAS TA-1
| BARES por el Ejército.—- _ E. Expe11-235-75. | :.
E e _—. 4-85 L-34. ——
— 25-Nov-75.-El artefacto explosivo de que una persona- ——
— que dijo pertenecer a la L.C.23 de Septiembre, se en- |
| contraba en el Aeropuerto Plan de los Amates, en Aca- |
— pulco, Gro., al efectuar una revisión, se halló deba- —
—— jo de un automóvil en el estacionamiento de 'ese lugar, £l€
una caja de madera dé 20 Cmts.de largo por 12 de alto, |
— misma que fue recogida por el Cap. FRANCISCO JAVIER —- —
— BARQUIN, perteneciente a esta Zona, quien trató de -—- —-
destruir la caja a base de disparos, pero no explotó: _
fue llevado a la Comandancia de dicha Zona, sin cono- _
cerse el contenido del mismo.. —-
| | | | —
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zona_Militar_18/18a_Z.M.,_fichas-6-.JPG",1,0,1.0,"— [—eneneytra al f ente de la direccion de trabajos |
Fe de refuza iento de la margen del RIO TULA que s
== desbordo inundando parte de la Cda de Tula.Hgoo |
=> Elemenvos Cesta ZoNaMBLITAR patrállan la Ciual
-— dad de Tula Bara evitar actos de pillaje, “a
_ ""e - _ — Exp.100=11=-3=-2-68 |
_ — Holas Lol |
— 22-Abril=08,-4 petición del Proc.Gralefust, El Com
- dte,este ZM nombró al Subtte.del S.M.C, ALBINO |
- BEDOLIA CISNEROS y al Sgo.1/0.Ermero LEOPOLDO WE
TO FUENTES para que funjan como peritos en balís=
tica y determinen el calibra de los proyectiles=-
—: encontrados en el cuerpo de 10 personas muertas =
enel zafarrancho del 14 actual en Ixmiquilpan=-
” Hgo,> o o
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-67-.JPG",1,0,1.0,"otra casa en Tlalmanalco, Méx. y comenzaron a --
recibir para su lecturar y analisis y discusión —
los folletos intitulados MADERA.-FOLIO 78 - - -
Sigue diciendo el que habla, que por los prime.
ros dias del mes de diciembre de 1974, se les >
citó para que agistieran a una reunión que se —
celebró en la casa de RAFAEL cuya ubicación no:
conoció porque éste los llevó clavados en un aus
tomóvil, a la que tambien concurrieron DAVID -- —
— JIMENEZ SARMIENTO (a) Chano, OLIVIA LEDEZMA FLO. —
RES (a) Mariana o La Guera, ROQUE, RAMON y el -
que habla, en la que se trató ,o relativo al dos
— ble asalto que se cometió el día l0-Dic-74. en=-
agravio de las sucursales Inguarán de los Bancos
Nacional de México y de Comercio,aclarando que —
en los planes relativos a esos hechos tuvo parti
cipación tambien ADOLFO LOZANO PEREZ (a) Mariano
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-66-.JPG",1,0,1.0,"ZAMORA GALINDO,Camerino Ex o11-235-75 —
; - H=77 L-=31
nos dias sin desarrollar ninguna actividad has-
“a que en el mes de agosto o septiembre, el --.-
CLASICO hizo contacto con un elemento de la Bri-
 gada Roja, cuya identidad desconoce, pero ese .
Contacto les sirvió para conocer a MARIO DOMINE>
GUEZ AVILA (a) Benito y Jose Bonfilio CERVANTES
 TAVERA (a) Devis, con los que platicaron Y se =>
pusieron de acuerdo para reintegrarse a la lucha
revolucionaria, habiendo recibido de éstos con e
cual rentaron una casa en la ciudad de Chalco,
Méx, a la que fueron a vivir el de la voz y R0=
QUE y otre parte el CLASICO y RAMON alquilaron=-
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-61-.JPG",1,0,1.0,"“ser originario de ese lugar viajara a Jamilte--
— peco. para conocer e intervenir en ese problema
“lo cual hizo y una semana despues se le unieron
 CAMERINO ZAMORA GALINDO (al Ramón o El Venado -
entre otros, que son LUIS. o EL PASTEL y EL CLA.
SICO: que una Vez reunido el emitente con sus=-
compañeros citados, buscaron la conección con-
— ESTEBAN OVIEDO ESCAREÑO, lider de los campesi-
nos al que se presentaron como estudiantes que
deseban participar y ayudarlos en su lucha re-
lacionada con la posesión de las tierras y en-
— tonces conocieron a otros dos de los que enca-
— bezan ese mowimiento de nombre JULIAN CANCECO —.
y otro de apellido PEREZ, que según supieron -
habian participado en el ajusticiamiento de --
los hermanos IGLESIAS MEZA, a los que mataron=
por se caciques de la región y junto con éstos
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-6-.JPG",1,90,1.0,"de distancia de la Calzada de Tlalpan, ahí. esta-
blecieron contacto con el referido RAMON,del que
ignora su verdadero nombre. Que JAIMs y RAMON,—
al parecer procedían de algun lugar de OAXACA,— :
ue en otra reunión posterior que sostuvieron -
en ese departamento, EL GUERO dio instrucciones
al de la voz y a RANON, para llevar a cabo el -
asalto a la Sucursal del Banco Azteca que se --
encuentra sobre la Calzada de Tlalpan,dandoles-
además armas de fuego, tocandole a RANMON una --
pistola calibre 38 automática. |
o | Exp.11-235-75
| H-170 I-25 -
20-Feb-75.-ALBERTO VAZQUEZ CASTELLANOS, detenido
por sus actividades subversivas dentro de la L,
C.23 Ce Sep., en su declaración dijo entre otras
cosas, que este elemento entre otros tambien —
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-55-.JPG",1,0,1.0,"aclaranda que onTese momento ""SLNON"" portaba una pis.
tola automática calibre a Mes igual ala que le fué-—-
 quitada al rolicíaoa Muerto, y EL GUERO y EL CLASTCO, -
l1ievaban cada uno un revolver 320 Especial de los qUe e
fueron robados a los holicías preventivos muertos en.
| acciones ate.ioresy que de sus compañeros menciona-- |
dos, con excepción de uuellos a los que se ha referi
do actuando en esta Cos y de ""SAM que se encuentra.
reso, sabe que hasta mayo último continuaba militan
do en la Brigada Emiliano Zapata y operando cn la mis.
—ma región de Jamiltepec, aclarando que es hasta mayo=-
del año pasado cuando tuvo ese conocimiento, por lo -
— que ala fecha ignora en donde se Encuentran y que ha!
cen; que en el momento de ser detenido se le recogió. —
ta pistola Colt, calibre 36 Super y que es la misma - —
que usó para privar de la vida a los obreros del INFO
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-54-.JPG",1,90,1.0,"ZANORA GÁLTHDO Camerino + Exp.11-235-75.
| _ 2l- H=57 L.30, do
Col.Las Aguilas de esta Cd.en donde se estacionaron en
“una escuina para platicar y cuando lo hacían se dieron —
cuenta de la presencia de 3 individuos vestidos de ci-
“vil, al parecer miembros de la Policía, los que se -->
“acercaron al automóvil y trataron de bajarlos, por lo-
| que el de la voz sacó la misma pistola automática 38 -
Super y les disperó, pagándole a uno de ellos que des-
“pués supo era Agente de la Pol.Judicial del Edo.de Mé
— xicos porque además, así se los dijeron cuando trata--
ron de detenerlos; que en seguida el propio declarante
bajó del automóvil para recoger la pistola que portaba
el Agente de la Judicial y rápidamente emrrendieron la”
“huída, aprovechando que los acompañantes de éste, que-
— seguramente no llevaban armas emprendieron la carrera.
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-48-.JPG",1,0,1.0,"“SAMORA GALTNDO Camerino. o Bxpell-235-75.
10 H-56 La30, —
a teipulación de la patrulla de vigilancia; e igual.
mente se acordó que el de la voz, SIMON y EL GUERO ro |
barfan previamente un automóvil estacionado en la vía -
pública y en efecto, unos días antes, por la noche, +
se dirigieron por el rumbo de la Col.Prado Churubusco -
“y procedieron a violar con un desarmador la aleta iz-
mierda de un automóvil marca Tord Talcon, de color - _
“rojo, que luego pusicron directo y lo llevaron al Pue -
blo de San Rafael Atlixco en donde lo dejaron esta---
cionado en una calle en la que había varios automóvi=-
“les para que no llamara la atención, mismo lugar de -
“que fue recogido la víspera del, asalto y conducido al
isitio que se había escogido para dejarlo cerca del ob
jetivo y usarlo en la huída; que la noche anterior al
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-43-.JPG",1,0,1.0,"Brigada Reja, en tanto que el de la voz se dirigió a.
“Loma Bonita, Oax. y durante 2 meses se dedicó a tra. .
pajar en el corte de piña, pero dejando establecida=
una cita para reunirse en esta Cd.con EL CLASICO a -

— principios de Agosto, en fecha que no puede presisar
y en efecto, en el día y hora señalados para la cita

| el que habla se entrevistó con su citado compañero -
“rente a la Clínica del Seguro Social ubicada en la=-

— Calzada Ignacio Zaragoza, habiendo asistido el CLASI
CO acompañado de otro compañero al que le presentó - 5

como “BENITO"" quien iba representando a la Dir.de la

Brigada Roja y después de platicar con éste en vya=--
rias ocasiones y en diferentes entrevistas que sera =

lizaron en diversos lugares públicos y en un lapso -
de 30 4 meses, el de la voz aceptó continuar en las

lucha revolucionaria y nuevamente fué estimado comos>
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-39-.JPG",1,0,1.0,"— compañeros también portaban cada uno un arma del tipo.
— y calibre últimamente indicado, pero para entonces ya :
se había tomado el acuerdo de que para el caso de que
no fuera pagado el rescate ajusticiarían al SeECUES———

— trado; que para recibir el importe del rescate se se.
ñaló un lugar de la sierra cuya ubicación execta des.
conoce y el encargado de recoger el dinero fue ""JOEL"":
compañado de otros 3 compañeros cuya identidad y seu-

— dónimos desconoce »orque también eran de nuevo ingre=

se ala Brigada y como dió por resultado que no fué o

“pagado el rescate, ""JOEL"" les avisó a los custodiados o
de SOBERANES SOTELO esa circunstancia y en consecuen- Do
cie, procedieron a la ejecución del mismo que fué -—..
realizada por el compañero llamado “LA PINTA"", quien
do degolló con un machete y a continuación excavaron
Con el machete y unos palos hasta hacer un agujero de
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-35-.JPG",1,90,1.0,"y en julio del mismo año llegaron LUIS MIGUEL CORRAL.
GARCIA (a) PEL GUERO”, al que en este momento identi-.
fica con la fotografía que se le pone a la vista y .-.-.
— Otros compañeros a los que sólo conoció y conoce como
""JOEL"", ""ANTONIO"" y ""ESPIDIRION"" que pasaron a formar
— parte de la mencionada Brigada y también empezó a vi.
sitarlos con frecuencia WENCESLAO JOSE GARCIA (a) -—
“SAM'Ó ""SAMUEL"", quienes llevaba volantes y dinero, ---
pues ya para esa época todos los miembros de laBriga-
da se consideraban ""profesionales"" de la lucha revolu
cionaria, aclarando que todas estas actividades se .- —
realizaron en Jamiltepec, que fue el lugar en donde -.
ocuparon la casa deshabitada y tenían los elementos ..
de impresión y el papel que empleaban lo adquirían -- —
comprándolo en papelerías: de Pinotepa Nacional; que en —
agosto del año citado, ""SAM"" deja de visitarlos y ante
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-34-.JPG",1,90,1.0,"ZAMORA GALINDO Camerinoo | —— Expo 11-235-75,
| | =ll- | — H=54, L.30. -
deshabitada, en la que tenían un mimeógrafo manual y-
“una máquina de escribir que usaban para picar los -=-
“sténciles e imprimir volantes con propaganda que diri
“gían a los campesinos y obreros invitándolos a organi í
 zarse para luchar contra la burguesía explotadora y en
“un futuro cambiar las estructuras gubernamentales e - -
imponer por medio de las armas un estado socialista -
“en nuestro país, cuya propaganda la distribuían ini=--
cialmente ellos dos, pero .a fines de marzo de 1973, -
se les sumaron otros dos compañeros a los que llaman=
""JUAN"" o ""EL CLASICO"" y ""LUIS"" o ""EL PASTEL"", con los -
que continuaron dedicados a la impresión y reparto de
propaganda, para entonces £irmada por la Brigada Emi-
“liano Zapata, dependiente de la L.C.23 de Septiembre-
",buena_calidad
"https://archivo.archivosdelarepresion.org/Ficheros/Zamora_Galindo_Camerino/Zamora_Galindo_Camerino,_fichas-33-.JPG",1,0,1.0,"— otro compañero, exalumno de la E:S.T.A. que usabe el
nombre de ""PACO"": que a fines de 1972, después de ha=- |
ber pasado dos años dedicado exclusivamente al Eestue.-""

| dio del marxismo y a las »rácticas de tiro indicadas, |
""ANDRES"" le comunicó al declarante que tenía que via :
jar a esta Capital nara entrevistarse con ANGULO LUe=
QUE frente al Hospital General, entregándole $500.00. |
bara sus gastos y una vez en esta Cd., a la hora seña
iada en la citada se reunió con ANGULO LUQUE, el que— |
después de enterarse de los progresos del dicente tan '
to en su preparación política como militar le ordenó. |
que viajara a Pinoteca Nacional en donde lo recibiría '*
el compañero ""SIMON"", al cual en este acto por igual. :
medio de fotograría identifica como ROBERTO GALLANGOS - |

; CRUZ, con quien en efecto hizo contacto en la Plaza -
Principal de dicha Cd.y lo llevó a vivir a una casa - —
",buena_calidad
